오디션 명,기획사 명,시작 나이,끝 나이,분야,성별,접수 마감일,상세정보,URL,
빅히트엔터테인먼트(Big Hit) HIT IT 8 Rap 대회,BIGHIT MUSIC,2002,2011,랩,남자,-,"이제 낡은 씬을 정리하고
새로운 스테이지를 시작해!
  READY FOR THE SPOTLIGHT
 

1. 지원자격
2002년 ~ 2011년 출생자, 남자
2. 진행 방식
예선(온라인) -> 본선(오프라인) -> 세미 파이널&파이널(오프라인)
3. 일정 및 장소
 -  예선 : 2020년 11월 14일(토) ~ 2020년 12월 2일(수)
(홈페이지 내 온라인 지원)

 -  본선(TOP 24) : 2020년 12월 19일(토)
(진행 장소 : 서울 (합격자에 한하여 개별 상세 안내))

 -  세미 파이널 & 파이널(TOP 6 & TOP 3) : 2020년 12월 20일
(진행 장소 : 서울(합격자에 한하여 개별 상세 안내))
4. 심사위원
  본선 세미 파이널 & 파이널
심사 위원 비와이 넉살 & 밀릭
5. 지원 분야
- 랩(+싱잉랩 포함)
- 카피 랩 지원 불가
6. 지원 방법
- 지원하기 클릭 → 지원서 작성 및 예선 첨부 파일 접수 [본인 사진, 가사 파일, 1분 이내 본인이 랩을 하는 영상 첨부] → 지원 완료
    예선 본선 세미 파이널 파이널
음악
MR 선택 자유
(창작 MR 가산점 부여)
가사 자유 주제 예선 제출 곡 라이브 미션 주제
(키워드 : 스포트라이트) 자유 주제
※ 모든 지원자 가사 첨부 필수 제출
※ 미션 주제 : 키워드 ‘스포트라이트’를 주제로 MR에 직접 작성한 가사 라이브 진행.
7. 부상
  상 금 비 고
1 위 5,000,000 원 제세공과금
본인 부담
2 위 3,000,000 원
3 위 2,000,000 원",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1779,235
유엠아이 엔터테인먼트 2019 아이돌(걸그룹) 오디션,유엠아이 엔터테인먼트,1998,2002,"보컬,랩,댄스",여자,2019-01-25," 

1. 참가대상 : 17~21세 걸그룹 지망생

2. 모집분야 : 보컬/랩/댄스

3. 접수기간 : 2019년 1월1일~1월25일

4. 접수방법 : umientaudition@gmail.com


이메일로 지원서, 사진(전신, 상반신), 노래, 댄스, 영상 첨부 후 제출

5. 홈페이지 : https://www.umient.com/",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1757,236
CUBE AUDITION X 인생네컷,큐브 엔터테인먼트,0,0,-,모두,2022-02-18,"?CUBE AUDITION X 인생네컷?

지원 자격 (국적 무관)
국내 거주자 누구나 (성별, 나이 무관)

지원 기간
2022. 01. 17 ? 02. 18

합격자 혜택
큐브엔터테인먼트 트레이닝 기회 제공

결과 발표
합격자에 한하여 추후 개별 공지

지원 방법
① “인생네컷” 앱 내 큐브 오디션 프레임 선택 후 오디션 지원
② 큐브 오디션 인스타그램 팔로우 후 DM으로 인생네컷 사진 전송
*자세한 내용은 업로드 이미지를 확인해 주세요!

문의
큐브 신인개발팀 오디션 인스타그램 (ID: @cubeaudition_official)
큐브 신인개발팀 카카오플러스친구 (ID: 큐브신인개발팀 또는 cubeaudition)",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1753,237
THE LAST PIECE: CUBE NEW BOY GROUP PROJECT,큐브 엔터테인먼트,2001,2011,보컬,남자,2021-07-31,"THE LAST PIECE
: CUBE NEW BOY GROUP PROJECT
  지원 일정: 2021년 7월 5일 (목) ~ 7월 31일 (토)
지원 자격: 2001년생~2011년생 남성 (국적 무관)
지원 분야: 가수
진행 방식: [1차] 온라인 영상 심사 -> [2차] 1:1 비공개 오디션 심사
결과 발표: 합격자에 한하여 개별 공지
최종 합격 혜택: 큐브엔터테인먼트 차기 보이그룹 데뷔 기회 제공 
  오디션 지원 방법
필수 기재 내용과 파일을 첨부하여 큐브엔터테인먼트 캐스팅팀 이메일로 전송
-주소cubecasting@cubeent.co.kr:
-제목: 출생년도_이름 (ex) 2005_김큐브)
① 필수 기재 내용: 이름, 성별, 국적, 생년월일, 신장/체중, 거주지, 연락처, SNS ID,
경력 (보컬 및 댄스 레슨 기간, 타 회사 연습생 기간 등)
② 필수 첨부 파일
-정면 사진
-지원 영상 (자유 형식, 가수로서 발전 가능성을 보여줄 수 있는 1분 이내 영상)
  *지원 자격에 맞지 않거나 과한 보정 및 뷰티 어플리케이션 사용시 심사에서 제외될 수 있습니다.
    문의
- 큐브 신인개발팀 오디션 인스타그램 (ID: cubeaudition_official)
- 큐브 신인개발팀 카카오 플러스친구 (ID: cubeaudition 또는 큐브신인개발팀) 
   
    Period: 2021. 07. 05 ~ 2021. 07. 31 (KST)
Qualifications: Male Born in 2001-2011 (Regardless of nationality)
Application Field: Singer
Procedure: [1st] Online Audition -> [2nd] 1:1 Private Audition
Audition Result: Individual notification later only for successful applicants
Benefits for successful applicants: Providing the opportunity to debut as a member of CUBE’s NEW BOY GROUP
  How to apply
with the required information and attachments.cubecasting@cubeent.co.kr Email to
①Required Information
- Title: Year of birth_Name (ex) 2005_Kim Cube)
- Name, Nationality, Date of birth, Height/Weight, Residence, Contact number, SNS ID,
Relevant experiences (vocal and dance lesson periods, trainee periods from other companies, etc.)
②Required Attachments
-Face photos
-Audition Video (Free format, Any video that shows your charms Within 60 seconds)
  *Applicants who do not fulfil the requirements or use beauty applications will be excluded from the audition. 
  Inquiry
- Cube Artist Development Team Official Instagram (ID: cubeaudition_official)
- Cube Artist Development Team Kakao Plus Channel (ID: cubeaudition)",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1752,238
MLD x TSM 일본 온라인 오디션,MLD 엔터테인먼트,2003,2008,-,모두,2021-08-10,"MLD와 일본의 TSM(@tsm_kk
)이 주최하는 일본 온라인 오디션

?접수기간
2021년 07월 10일 (토) ~ 2021년 08월 10일 (화)

?지원자격
2008년생(14세) ~ 2003년생(19세)
성별 및 국적 제한 없음

?지원방법
오디션 지원링크
https://www.tsm.ac.jp/audition/20210810/

────────────────────────

MLDと日本のTSM(@tsm_kk
)が主催する日本オンラインオ?ディション

??募期間
2021年 07月 10日 (土) ~ 2021年 08月 10日 (火)

??募資格
2008年生(14?) ~ 2003年生(19?)
性別&?籍制限なし

??募方法
オ?ディション?募リンク
https://www.tsm.ac.jp/audition/20210810/


#MLD엔터테인먼트
 #MLD
 #오디션
 #audition
 #캐스팅
 #casting
 #신인개발팀
 #연습생
 #모모랜드
 #MOMOLAND
 #T1419
 #オ?ディション
#kpop
 #ボ?カル
 #ダンス
 #オンライン
#tsm高等課程",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1749,239
BIGHIT MUSIC 온라인 오디션,동아방송예술대학교 매니저스클럽,2002,2010,기타,남자,2021-07-31,"[ BIGHIT MUSIC 온라인 오디션 ]

빅히트 뮤직과 동아방송예술대학교 매니저스클럽이 함께 온라인 오디션을 준비했습니다!

| 지원 기간
2021.07.19 (월) ~ 2021.07.31 (토)

| 지원 대상
2002 - 2010년 출생 남자 (국적 및 거주지 무관)

| 지원 분야
본인의 잠재력을 보여줄 수 있는 모든 콘텐츠

| 지원 방법
영상 및 사진 촬영 후 이름, 생년월일, 키, 연락처와 함께 메일 발송

? 메일 주소 : managersaudition@gmail.com

? 메일 제목 : [빅히트 뮤직 오디션/이름/생년월일]

| 합격자 발표
- 합격자에 한해 2주 내로 개별 통보
- 합격자에 한해 2차 오디션 진행 예정

| 문의 사항
- E-mail : audition@bighitmusic.co.kr

여러분의 많은 관심과 지원 부탁드립니다



#동아방송예술대학교
 #DIMA
 #엔터테인먼트경영과
 #엔터과
 #매니저스클럽
 #엔터테인먼트
 #연예인
 #오디션
 #AUDITION
 #7월오디션
 #2021년오디션
 #가수지망생
 #아이돌
 #IDOL
 #아이돌지망생
 #연습생
 #캐스팅
 #신인개발팀
 #대학동아리
 #오디션정보
 #온라인오디션
 #빅히트
 #빅히트뮤직
 #빅히트뮤직오디션
 #bighit
 #bighitmusic",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1747,240
2021 MAROO SUMMER AUDITION FESTIVAL with FanU,마루기획,2003,2009,-,모두,2021-08-11,"2021 MAROO SUMMER AUDITION FESTIVAL with FanU 

매니저스클럽이 마루기획(@maroo_audition
)과 FanU가 진행하는 오디션 축제에 함께하게 됐습니다!
자세한 사항은 아래글을 확인해주세요

MAROO가 FanU와 함께 대한민국 예비스타를 찾기 위한 오디션 축제를 시작합니다.
인스타그램 필터로 찍기만 하면, 신형 iMAC, 치킨트럭과 함께 연습생의 기회가!

[VISUAL FESTA: 우리학교 비주얼 센터 치킨 대항전]

- 지원 대상
: 대한민국 거주 재학중인 중/고등학생

- 1차 지원 방법
# 1. MAROO AUDITION 인스타그램(@maroo_audition
)의 VISUAL필터로 사진 촬영
# 2. 해시태그
#마루오디션
 #마루_with_FanU
 #비주얼페스타
 #(학교명) #내가바로_우리학교_비주얼센터
 와 함께 사진을 인스타그램에 업로드 하면 지원 완료!

TIP # 1) 사진과 함께 개인기 영상(연기, 노래 등)을 함께 업로드 하면 선발 확률 UP!
TIP # 2) 친구를 추천하고, 태그해도 OK! 친구를 추천하면 치킨트럭과 함께 즐거운 하교길!

- 2차 본선
# 1. 내부 심사를 통해 TOP10 선발, 교복 프로필 사진 촬영(촬영 일자 별도 고지)
# 2. FanU 앱을 통해 K-POP Fan’s 투표 진행(전국민 참여 가능)
# 3. 인스타그램 Like 누적 횟수, STAFF평가, FanU 투표수를 합산하여 우승자 선정.

- 최종 우승 1등 상품
# 1. 유명 포토그래퍼 참여 프로필 화보 촬영(비용 전액 지원)
# 2. 우승자 학교 대상 방과 후 치킨 트럭 지원
(COVID19 거리두기 단계 강화로 불가능한 경우, 대체 포상 지원)

[DANCE FESTA: 303 댄스 오디션]

- 지원 대상
2009 ~ 2003년생 대한민국 거주 남/녀(팀은 2~3인 구성)

- 1차 예선 지원 방법
# 1. MAROO AUDITION 인스타그램(@maroo_audition
)의 DANCE 필터로 릴스 촬영
# 2. 해시태그
#마루오디션
 #마루_with_FanU
 #댄스페스타
 #303_댄스오디션
 과 함께 댄스 영상을 릴스에 업로드 하면 지원 완료!

- 2차 본선
# 1. 내부 심사를 통해 SOLO/TEAM 각 분야 TOP7 선발, 3분 댄스 영상 촬영(촬영일 개별 고지)
# 2. FanU 앱을 통해 K-POP Fan’s 투표 진행(전국민 참여 가능)
# 3. 인스타그램 IGTV 누적 조회수, STAFF평가, FanU 투표수를 합산하여 우승자 선정.

- 최종 우승 1등 상품
# SOLO: Apple iMAC 24형 M1 1대
# TEAM: Apple AirPods Pro 팀 전원 증정

[1차 예선 지원 기간]
2021.07.29 (목) ~ 2021.08.11 (수) (14일간)

[1차 합격자 발표]
DM을 통해 합격자 개별 고지

[2차 본선 FanU 투표 기간]
VISUAL FESTA TOP10: 2021.08.18 ~ 2021.08.24(7일간)
DANCE FESTA TOP7: 2021.08.25 ~ 2021.08.31(7일간)

* 우수한 지원자의 경우, MAROO 트레이닝 및 전속계약의 기회가 부여됩니다.
* 본선 참가자 선발 후, 신분 확인을 위해 별도의 본인 확인 과정을 진행합니다.
* 본선 참가자 전원에게는 MAROO TOP KIT가 제공됩니다.
* 오디션 전용 필터 사용을 제외한 필터 사용 또는 과한 사진 및 영상 보정은
심사에서 제외될 수 있음을 유의해 주시기 바랍니다.
* 지정된 해시태그 입력 누락의 경우, 심사가 어려울 수 있습니다.

주최: 마루기획

후원: Soundwave

협찬: 디떽치킨, 한국야쿠르트, W.dressroom, 마스크랩코리아

STAFF 지원: 동아방송예술대학교 MANAGERSCLUB

[문의 사항]
마루기획 카카오톡 채널




*비공개 접수
마루기획 신인개발팀 카카오톡 플러스 친구 URL
http://pf.kakao.com/_HcAxiK/chat



#동아방송예술대학교
 #엔터테인먼트경영과
 #엔터과
 #매니저스클럽
 #오디션
 #audition
 #7월오디션
 #8월오디션
 #가수지망생
 #아이돌
 #아이돌지망생
 #연습생
 #캐스팅
 #신인개발팀
 #오디션정보
 #온라인오디션
 #마루기획
 #FanU",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1744,241
Woollim X Managersclub Audition,"울림엔터테인먼트, 동아방송예술대학교 매니저스클럽","20,002,004",2010,"보컬,랩,댄스,연기,모델",모두,2022-04-17,"Woollim X Managersclub Audition 

울림엔터테인먼트(@woollimaudition)와 동아방송예술대학교 이 함께 온라인 오디션을 준비했습니다!

| 지원 기간
2022.04.04 (월) ~ 2022.04.17 (일)

| 지원대상
노래, 춤, 랩 관심 있으신 분 (한국거주)
- 남 : 2004 - 2010년생
- 여 : 2000 - 2010년생

| 지원방법
프로필과 댄스/보컬/랩/연기/모델 영상을 메일로 전송

?메일주소
managersclub2022audition@gmail.com

? 메일 제목
[울림 오디션지원] 이름/성별/나이

| 지원내용
?프로필 기재 : 이름/나이/키/체중/학력/경력/연락처/SNS ID
?자기소개 30초 내외 촬영
?지원부분에 영상을 촬영 [보컬,랩,댄스,연기 1분 30초]

| 발표 안내
합격자에 한하여 개별 연락 예정

| 2차 일정
4월 23일 [토] 울림엔터테인먼트 사옥 연습실

| 문의 사항
? 인스타 DM : @managersclub_official
? E-mail : managersclub22@naver.com

여러분의 많은 관심과 지원 부탁드립니다



#동아방송예술대학교 #DIMA #엔터테인먼트경영과 #엔터과 #매니저스클럽 #엔터테인먼트 #연예인 #오디션 #AUDITION #4월오디션 #2022년오디션 #가수지망생 #아이돌 #IDOL #아이돌지망생 #연습생 #캐스팅 #신인개발팀 #대학동아리 #오디션정보 #온라인오디션 #울림엔터테인먼트",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1743,242
2022 FNC CITY TOUR AUDITION,FNC 엔터테인먼트,2003,2011,"보컬,랩,댄스,연기,기타",모두,2022-02-26,"2022 FNC CITY TOUR AUDITION
FNC가 22개 도시로 여러분을 만나러 갑니다!


■ 지원 분야     

보컬 / 랩 : 무반주로 1분가량 가요로 준비
댄스 : 자유곡 1분 이내 (단체 2분 이내) *이어폰 젠더 개별 지참
연기 : 1분 30초 이내 자유연기 1개 이상 준비 (지정 대본 없음)
비주얼 : 자기 PR 30초 준비

■ 지원 대상     

2003년 ~ 2011년 출생 국적 불문 남녀 누구나 
* 단체 (동아리) 지원 가능하나 개인별 결과가 달라질 수 있습니다.

■ 지원 방법 
    오디션 당일 현장 접수 (선착순으로 오디션 진행)
* 각 지역 별 오디션 시작 전 '1시간' 동안만 접수 가능
ex) 오디션 시작 시간 : 오후 2시 → 현장 접수 시간 : 1시 ~ 2시

■ 오디션 일정 

[1주차]

서울 : 에이루트아카데미 (2/3 목 오후 3시)
분당 : 무브댄스학원 분당점 (2/4 금 오후 3시)
일산 : 아이비실용음악학원 일산화정캠퍼스 (2/4 금 오후 4시)
인천 : 조이댄스 플러그인뮤직아카데미 부평점 (2/5 토 오후 4시)

[2주차]

익산 : 아이비 실용음악 댄스 연기학원 (2/10 목 오후 4시)     
전주 : 쟈니스튜디오 (2/11 금 오후 4시)
춘천 : 아라댄스아카데미학원 (2/11 금 오후 5시)
세종 : 스타뮤직댄스아카데미 (2/11 금 오후 6시)
강릉 : 중앙실용음악학원 (2/13 일 오후 3시)

[3주차]

대구 : 원테이크 아카데미 (2/17 목 오후 4시)
양산 : 이지아트댄스학원  (2/17 목 오후 7시)
김해 : 엔터아트 댄스학원 장유점 (2/18 금 오후 2시) / KD댄스아카데미 (2/18 금 오후 5시)
구미 : 구미 유캔댄스 아카데미 (2/18 금 오후 3시)
청주 : 스트리츠 댄스학원 (2/19 토 오후 2시) - 사창점 
원주 : 고블린 댄스스튜디오 (2/19 토 오후 2시)              
포항 : 그루브 실용음악학원 (2/19 토 오후 4시)

[4주차]

부산 : 학엔터아카데미 (2/24 목 오후 4시)
창원 : TNS아카데미보컬댄스학원 (2/25 금 오후 7시)
광주 : 본즈댄스보컬아카데미학원 (2/25 금 오후 7시 30분)
천안 : 조이댄스 플러그인뮤직 아카데미 천안점 (2/25 금 오후 8시)     
대전 : 대전댄스보컬학원 은행동점 (2/26 토 오후 2시)
목포 : 조이댄스 플러그인뮤직아카데미 목포점 (2/26 토 오후 2시)

■ 선발 과정 



※ 심사 상황에 따라 최종 합격자가 배출되지 않을 수 있습니다. 
※ 각 차수 합격자에 한하여 2주 내로 개별 연락드립니다.
※ 모든 오디션 일정은 코로나19 예방수칙에 의거하여 진행하며, 코로나19 사정에 따라 변경될 수 있음을 알려드립니다.  

■ 시상 내역    

[최종 합격자] 최종 오디션 합격자 전원에게는 연습생 계약 및 트레이닝 기회 부여
* 단체 (동아리)의 경우 개인별 결과가 달라질 수 있습니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=35&document_srl=1741,243
WM Entertainment Monthly Audition SHOW YOUR VOICE,WM 엔터테인먼트,2004,2011,보컬,모두,2022-04-30,"SHOW YOUR VOICE

[이달의 지원분야]
보컬 (팀 지원 가능)

[지원 자격]
04년생~11년 출생 남,녀 모두

[지원 기간]
22.04.11(월) ~ 22.04.30(토) 

* 자세한 사항은 상세 포스터 확인! 많은 지원 부탁드립니다!


#wmentertainment #MonthlyAudition #온라인오디션 #신인개발팀 #아이돌오디션",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1740,244
INTERPARK MUSICPLUS AUDITION : 2022 스쿨라이프,INTERPARK MUSICPLUS,1999,2015,-,모두,2022-04-15,"INTERPARK MUSICPLUS AUDITION
?2022 스쿨라이프 OPEN?

지원일정
2022년 3월 18일 (금) ~ 2022년 4월 15일 (금)

지원자격
전국의 초·중·고·대학생

지원방법
인스타그램 DM으로 사진과 지원양식 제출
지원양식 : [ 이름 / 생년월일 / 연락처 / 소속학교 / 키 / 체중 ]
필수사진 : 학생증사진 혹은 증명사진
선택사진 : 후면 카메라 무보정 사진

오디션 문의
인스타그램 @interpark_musicplus_aud

안내사항
? 재학생만 지원 가능합니다.
? 필수 첨부양식이 없으면 지원은 자동으로 취소됩니다.
? 후면 카메라 무보정 사진은 선택 첨부 사항입니다.
? 저화질·저품질의 사진은 심사에 불이익이 갈 수 있습니다.
? 본 오디션 결과는 합격자에 한해 개별 연락드립니다.
? 오디션에 접수된 콘텐츠는 인터파크 뮤직플러스에 귀속되며, 반환되지 않습니다.


#INTERPARKMUSICPLUS #INTERPARK #인터파크뮤직플러스 #인터파크 #신인개발팀 #오디션 #연습생 #캐스팅 #아이돌지망생 #배우지망생 #내방오디션 #공개오디션 #기획사오디션 #보컬 #댄스 #랩 #연기 #셀카 #셀피 #증명사진 #학생증 #학생증사진 #초등학교 #중학교 #고등학교 #대학교 #초등학생 #중학생 #고등학생 #대학생",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1739,245
울림엔터테인먼트 2022년 7월 공개 오디션(Woollim ROOKIE SUMMER AUDITION),울림엔터테인먼트,2004,2010,"보컬,랩,댄스,연기",모두,2022-07-24,"2022년 7월 공개 오디션 안내
?
안녕하세요.
울림엔터테인먼트 신인개발팀입니다.
""Woollim ROOKIE"" 공개오디션
7월 24일 공개 오디션 및 일정을 안내드립니다.
7월 진행되는 공개 오디션은 '코로나19 예방 수칙에 의거하여 진행될 예정입니다.
※ 마스크 미 착용 시 출입 및 오디션 진행 불가
?
자세한 내용 및 참여 방법은 울림신인개발팀 인스타그램에 업로드된 영상을 참고하여 주시기 바랍니다.
?
■ 지원분야
보컬, 랩, 댄스, 연기 [1가지 선택 지원만 가능]
?
■ 지원 자격
04년생 이후 ~ 10년 이전 출생자
→지원 자격에 적합하신 분에 한해서 국적, 성별, 학력 제한은 없습니다.
?
■ 7월 공개 오디션 일정
2022년 7월 24일 (일)
?
■ 진행장소
울림엔터테인먼트(서울시 마포구 월드컵북로23길 14)
?
■ 접수 방법 및 시간
현장 접수 (당일 오전 11시 ~ 오후 1시까지)

■ 시상
7월 NO.1 에게는 Galaxy Buds2 or AirPods pro 증정 [랜덤발송]?
?
*신청 후 오디션 불참 시, 향 후 울림에서 진행하는 모든 오디션 참가에 불이익이 있을 수 있사오니
반드시 참가가 가능하신 분만 신청 해 주시기 바랍니다.?
*오디션 당일 고열(37.3도 이상) 혹은 마스크 미착용 시 참가 불가능합니다.
*합격자에 한하여 개별 통보 진행 되며, 최종오디션 합격자분에게는 영상이 업로드 되오니 참고해주시길 바랍니다.",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1737,246
"""플레디스 X 스타일쉐어 SHARE THE STYLE""",플레디스 X 스타일쉐어,2003,0,-,모두,2021-11-21,"오직 스타일로 참여하는 SHARE THE STYLE!

>> 참여 기간
2021년 10월 25일 ~ 11월 21일

>> 참여 자격
스타일쉐어 회원 중, 2003년 이후 출생자 
(성별,국적 제한 없음)

>> 참여 방법
① 스타일쉐어 앱 접속 후 로그인 > Click!
② 자신만의 스타일과 끼를 보여줄 수 있는 사진 및 영상 촬영 (1분 이내)

③ #플레디스오디션 해시태그와 함께 업로드

 **참여한 모든 유저에게 500 단추 지급 !!

>> 혜택
- 응원 배틀 1위 : 200,000 단추 
- 응원 배틀 2위 : 100,000 단추 
- 응원 배틀 3위 :   50,000 단추
(*참여 게시물의 '좋아요 및 응원 댓글' 수의 합이 높은 순으로 선정)
- 최종 선발 인원 : 1,000,000 단추 & 플레디스 트레이닝 기회 제공

[*단추란? 스타일쉐어에서 사용할 수 있는 일종의 적립금 화폐]

>> 비고
- 심사 상황에 따라 최종 선발 인원이 배출되지 않을 수 있습니다.
- 지원 자료에 대한 권한은 플레디스에 귀속되며, 개인정보는 목적 이외의 용도로 사용되지 않습니다.
 ",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1736,247
위에화엔터테인먼트 2022년 범상치 않을 그대를 응원하는 오디션,위에화 엔터테인먼트,2004,2009,"보컬,댄스",모두,2022-02-16," 


2022년, 특별한 검은 호랑이의 해를 맞아
범상치 않을 여러분을 응원하는 오디션을 개최합니다!

1. 지원 기간
- 2022년 1월 19일 (수) ~ 2022년 2월 16일 (수)

2. 지원 자격
- 2009년생 ~ 2004년생

3. 지원 방법
- 지정곡 중 하나를 선택하여 영상을 촬영 (댄스, 보컬 둘 다 지원 가능)
- 포스터에 게재된 구글폼 QR 코드를 스캔 하거나 링크를 통해 지원서를 작성
- 합격자에 한해 개별 연락 후 1:1 오디션 진행

4. 문의
- 카카오톡 ID YHaudition

구글 폼 링크
https://forms.gle/yFS66ggSbkaRkaneA",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1733,248
플레디스 X 스타일쉐어 SHARE THE STYLE 태그 이벤트,플레디스 X 스타일쉐어,0,0,-,모두,-,"SHARE THE STYLE 태그 이벤트
?
?이벤트 참여 기간
11/10(수) - 11/17(수)
?
?참여 방법
① 자신만의 스타일과 끼를 보여줄 수 있는 사진 또는 영상 촬영 !
② ‘사람 태그하기’ 기능을 이용하여 본인 계정에 업로드 하면 참여 완료 !!
?
SHARE THE STYLE 태그 이벤트는 11/17(수)까지 진행되며, 최종 심사 단계 진출자에게는 스타일쉐어에서 사용 가능한 단추 5만원권을 드립니다!
?
* 업로드 이미지 내 플레디스 오디션 계정 (@pledis_audition_official
) 과 스타일쉐어 계정 (@styleshare_kr
) 태그 필수
* 사람 태그하기 기능을 이용하여 태그해주세요.
* 비공개 계정의 경우, 심사 대상에서 제외됩니다.
* 이벤트 기간 내 참여한 모든 지원자에게 혜택 기회가 주어집니다.
?
?
#플레디스
 #플레디스오디션
 #PLEDIS
 #PLEDISAUDITION
 #SHARETHESTYLE
 #사진
 #영상
 #자기소개
 #보컬
 #안무",http://www.ohtalk.net/xe/index.php?_filter=search&mid=board_ZxMh03&search_target=extra_vars3&search_keyword=%EA%B8%B0%ED%9A%8D%EC%82%AC%EC%98%A4%EB%94%94%EC%85%98&page=36&document_srl=1732,249
